mtime,AE,AJ,AT,BJ,BK,BL,BS,BY,CO,CP,CV,DI,DS,EN,ER,ET,GP,GR,GU,HN,HS,KZ,LM,LQ,LX,MU,NT,NW,OR,OZ,PS,QZ,R,TZ,W
2021-11-03T09:30,145323,134524,123822,120096,104104,141861,80608,184968,131849,148042,149495,50596,153876,168616,117205,141728,165555,150291,171177,148659,195894,107135,110918,206068,133486,176056,67763,84887,146305,127641,137901,162800,129071,192904,95827
2021-11-03T09:35,197856,196256,192875,137134,187894,177250,192287,212376,188144,130160,139326,106852,128236,192938,116937,153754,174522,0,180961,186877,163510,120986,169985,157139,185539,191166,103805,142376,187637,173375,110863,97883,173926,190876,161861
2021-11-03T09:40,165179,105511,92191,118970,115603,130150,130374,162529,118054,103958,142840,20091,121501,0,93067,115329,188859,130733,157698,141994,141484,115778,119534,116062,130380,87723,54778,90857,161903,133933,118672,155435,112726,190664,102218
2021-11-03T09:45,227004,139619,242486,178826,147049,138620,167969,0,156362,113123,163541,105041,179850,234244,162986,169867,258323,261379,0,214366,144860,173955,145012,294679,218111,191817,88053,204584,168900,177511,127796,128053,169571,281714,141789
2021-11-03T09:50,148754,165006,162082,130695,130324,184095,191914,212937,140822,132480,202640,169226,194095,219220,140579,172878,200993,204370,111957,205225,163881,118943,130708,236801,144407,151423,118807,160384,160590,217376,135965,196298,138766,184813,163177
2021-11-03T09:55,225199,232460,291579,222857,178007,182133,196308,219927,144195,78606,139874,134529,0,182443,199780,111045,290911,274914,225465,185121,152693,137473,178391,292297,250664,141929,147734,190989,161528,191033,130654,203369,180997,224039,245041
2021-11-03T10:00,190086,131424,135893,114720,122538,117769,128113,141581,119027,140963,127516,102106,106681,146886,113175,147497,183325,156950,0,172983,144892,72479,81385,181205,142902,160455,0,91796,79348,148216,0,168375,156486,171439,116691
2021-11-03T10:05,119348,124763,174883,74571,124287,109133,123241,181782,131646,69327,146243,87589,115940,149075,123207,99365,151295,115776,150223,148879,121270,88449,122344,128846,99922,100222,72705,68087,94021,126749,115456,112467,91683,210796,81886
2021-11-03T10:10,133195,116398,157462,120988,159783,112737,132419,135071,93840,111722,106019,71442,131773,146012,128612,149718,167109,121882,99649,151726,132018,89344,112945,82125,109443,95800,70014,100171,74515,125422,54866,128140,121798,159631,110066
2021-11-03T10:15,221421,164424,254875,174148,253606,178086,230170,187169,193382,172169,179033,106358,208693,167312,183075,198231,300936,0,231098,252512,221476,135563,129544,264238,208910,246972,132391,134174,252338,138414,139762,217433,199611,250869,166493
2021-11-03T10:20,134054,151695,201798,101097,164199,146068,127202,184574,113987,141421,101129,88630,129427,145963,173180,104834,219232,135469,165330,120133,155505,79146,136715,146644,143334,178905,86748,105955,144816,167338,129640,139312,114632,161488,119277
2021-11-03T10:25,186255,177372,119040,116817,113629,163919,105652,117816,113051,57960,0,71210,125191,152303,103770,106214,231941,175663,158269,165922,175759,124420,104453,164023,187750,162010,77855,93052,157354,155637,110830,146650,126719,182831,124486
2021-11-03T10:30,152996,141047,193081,117334,125448,103368,113909,136498,97727,83790,79418,109055,121269,121968,120601,131963,148898,145704,151346,146687,150544,71745,134890,158744,114249,115736,62422,131034,131443,114099,79589,139118,140075,164577,120508
2021-11-03T10:35,139507,137808,97986,96338,80196,0,72835,177921,98366,95706,85522,51745,66360,160448,113927,136940,151780,113170,195072,143814,147498,50537,101559,125490,144556,123774,62659,150217,117460,137137,127403,133275,113344,153038,110656
2021-11-03T10:40,241667,164244,136117,149258,91994,157713,183295,217022,214018,139101,129451,114211,131280,223347,142768,141509,250272,180922,185016,91433,131483,146309,107447,176848,199837,122868,111849,132550,110580,185640,115607,188995,148919,200634,125819
2021-11-03T10:45,103612,97402,142247,52130,94365,83910,0,125518,99061,96936,109349,68533,101725,100899,86485,90702,108162,98863,91857,119345,158625,88586,96019,117377,101509,125521,56886,69100,87065,101021,62423,104708,58725,119024,102589
2021-11-03T10:50,140402,149274,170938,88742,120527,134180,139322,147652,139834,112565,122811,95054,119767,135331,78363,100552,138202,170704,126732,168337,144364,114205,89922,140348,146082,133573,81344,76342,133366,86261,105107,130326,91371,160315,123393
2021-11-03T10:55,161181,133531,208999,129273,246493,168535,151879,166972,136716,138641,148610,113249,160866,187060,134683,152314,214021,220516,236994,194936,198060,147000,96884,197043,207442,201052,118342,124190,142308,175858,127574,208369,99864,225399,94780
2021-11-03T11:00,0,131292,138528,112068,116590,127040,105882,163003,145414,105446,113961,89361,138994,92715,176411,103141,126293,155414,132586,159157,121916,89598,75591,156030,132578,190805,97002,105034,129077,131873,98714,101887,129695,178035,123148
2021-11-03T11:05,160970,199276,230961,152745,149932,205720,164823,217103,162018,105426,200999,163314,188040,249399,178297,198316,266406,217348,163705,202936,223724,149438,165878,141297,202989,235657,78199,122378,158604,185623,145537,114847,96709,288586,174806
2021-11-03T11:10,139544,175711,180022,122586,114736,126097,158509,229355,144491,191267,149651,85665,111271,160020,92218,134924,227951,141036,155476,0,149557,130783,150246,162858,196128,225940,99012,131615,169612,175275,108736,194353,210185,195611,147331
2021-11-03T11:15,179567,197309,236752,166142,224886,242813,218748,184327,181842,193015,186441,153215,156852,247876,145486,177070,155256,190461,260122,200113,181661,111121,116418,199786,170735,218992,107460,126268,215228,207624,210719,254923,245920,235948,188368
2021-11-03T11:20,129465,105518,105761,68199,64946,0,83120,115956,102415,75922,119589,73391,97527,110028,103805,62867,116345,96060,112465,100658,110693,100222,68423,112508,115475,116323,83645,77745,69550,133355,72323,136911,90431,127474,89829
2021-11-03T11:25,192140,238451,300239,224390,169782,173128,258291,139860,207740,171885,205528,172559,204151,217895,219682,180714,243149,197771,200678,208827,233328,142938,133331,193717,218321,248497,142559,166421,127415,224308,130891,207625,198394,244642,174727
2021-11-03T11:30,220621,206223,193374,227477,214411,207855,156300,210347,191926,65469,149816,110389,249364,168094,171499,194453,317856,192006,209403,251643,235503,101479,105404,219993,180502,209109,111102,132693,194285,236933,96035,218676,233048,198960,190563
2021-11-03T11:35,124360,136224,97010,85875,81604,114171,95516,138574,134605,50930,114450,50387,102721,72100,131553,120649,177676,117112,121098,142209,105551,95841,114211,135613,112705,99009,74168,63938,74352,104148,84340,109460,112647,131699,84692
2021-11-03T11:40,121906,191280,232906,140571,163020,116766,150485,200132,151774,100177,160436,85650,181888,178953,91687,175820,216908,221680,123602,151338,140052,63977,188062,164906,150155,146083,86533,152684,186319,170595,117275,151341,162315,191624,146128
2021-11-03T11:45,119084,158068,166848,118740,123359,0,133474,163454,141122,85312,129917,97892,163725,136651,141470,81028,163345,189195,102232,59014,164148,107627,107119,162718,197610,102721,51409,92476,131145,136326,97240,132180,81631,170548,108379
2021-11-03T11:50,139769,127675,193780,156442,120024,152209,147544,183338,135460,88437,118283,62636,178866,171288,136840,132781,210095,153482,207459,146060,149291,103358,150698,187855,186469,214835,63006,106928,87034,155893,125744,185077,139834,191594,111176
2021-11-03T11:55,213255,226823,292604,150328,171164,261132,140191,209868,169713,173917,206019,98419,215608,221693,194496,137090,241566,170049,0,206368,167357,130352,146240,143910,208695,220897,119297,142604,187955,153650,176358,262981,154506,205547,118932
2021-11-03T12:00,79768,64198,82925,94132,66437,95678,82880,84333,82024,48428,60769,28776,97530,89011,65611,76056,100367,67025,76583,111891,88002,76803,58870,70038,77421,93092,53898,61030,86394,68528,79781,49192,68821,86645,91332
2021-11-03T12:05,144399,141662,142072,127146,132256,151927,161549,158190,144036,102818,135184,94035,108944,170154,120527,137154,110637,173771,153068,126292,178241,118327,109542,184114,133968,192295,97162,93093,158369,145741,64927,185225,146622,193721,104670
2021-11-03T12:10,241615,218550,179005,109114,182069,236160,184465,234064,109605,132368,189233,121570,207782,237751,176913,174285,235853,234125,212393,208328,207134,162415,141517,202214,253522,238461,0,149076,221104,189742,180406,178235,189785,251860,110817
2021-11-03T12:15,149746,151942,204197,161542,144088,190545,133534,190471,136960,100308,149810,84647,102822,146124,140674,128590,221306,141921,123689,206697,126035,81203,120008,172436,179279,157852,87033,103720,131621,136974,99377,183685,132296,193507,99010
2021-11-03T12:20,169559,155034,169627,98229,138317,152234,145426,124709,160519,103782,133002,85495,143132,126914,95182,118617,212029,141261,135774,137671,159850,116226,122291,198857,177764,166066,94040,115728,129067,153890,114273,134878,115192,160981,99542
2021-11-03T12:25,81108,57054,98520,64195,82826,73649,58167,95688,71325,70556,95870,38563,81507,79722,71265,59630,96879,118951,107998,90466,79735,66529,76432,100475,84798,102924,78396,48689,62989,79642,59505,108307,64128,85276,78858
2021-11-03T12:30,102782,89252,127100,113263,89174,114963,59115,178354,107816,87775,114363,69575,100131,116275,70765,84267,129580,107705,113656,138970,126182,89564,86963,106749,97215,99931,77581,108521,99174,86120,99575,138711,106623,165451,95259
2021-11-03T12:35,239108,211931,227750,134724,136372,210788,181860,225720,218163,112878,181924,112251,254195,229498,147483,166654,209883,206102,253065,187877,184364,159693,142609,201774,265699,227306,130871,188158,212348,223063,128228,198827,226828,330639,172792
2021-11-03T12:40,208983,255226,149153,120606,138159,203041,179577,199298,180680,112155,118414,103794,226156,210371,203234,143383,232549,196627,246400,178746,217548,76303,166686,173683,199353,192130,84908,196305,167280,193062,143788,199819,156283,243189,171286
2021-11-03T12:45,249301,247336,265679,246509,179043,182480,161167,221698,218723,149946,217346,165336,186007,287336,187314,217090,277907,239028,263131,188841,221906,142443,156719,268764,234587,209676,120391,131550,215589,285452,189513,295354,235041,268111,255935
2021-11-03T12:50,163777,109624,148580,109070,152280,147338,124717,237843,169439,153364,179589,72726,123398,182171,127787,166551,242100,150074,137094,179054,117137,100359,111441,0,174785,168990,85153,105226,155638,127096,138082,162753,145547,202754,165935
2021-11-03T12:55,198598,206788,301346,125329,152679,212467,172008,272895,182787,146261,192660,96609,163906,197736,226104,120547,281762,227220,222151,155209,182560,183572,112169,117328,227487,191883,165812,152740,188023,203596,167324,217457,200213,305546,150715
2021-11-03T13:00,162176,174708,242557,178309,191738,138021,182781,241310,150798,138144,195023,132359,155800,179354,141773,114767,208345,204093,205924,223864,137589,120010,147523,180651,170501,187342,78950,143672,146209,127480,147312,196499,170044,231093,107968
2021-11-03T13:05,117065,130696,165894,104233,103364,147406,128671,170456,103264,79203,133822,58399,129424,126015,117233,109146,127964,124650,176791,172292,151102,130995,92708,137195,134276,183136,90799,124915,119959,158480,82080,125751,93813,174914,100852
2021-11-03T13:10,268693,195249,181314,194401,146929,174558,140443,183481,104253,166578,157744,86057,151865,132992,152511,130215,175352,0,111560,182309,204869,85935,146366,217821,221338,171846,83284,118050,103373,124716,94705,179532,134152,211924,127507
2021-11-03T13:15,199790,158070,156368,132086,130020,159106,175048,179364,166667,94038,143842,93501,142697,192459,78464,138169,177892,159099,158692,192074,190965,111048,129517,208353,133814,172579,72244,100555,182950,203244,129140,158389,0,125709,120915
2021-11-03T13:20,217081,268219,272227,218196,178918,188249,160953,245071,199194,130133,189126,119798,250008,224179,171581,139053,273445,265974,244017,186604,220909,151933,176966,274512,273915,249357,135962,198561,120573,216538,134401,172951,180881,228197,185614
2021-11-03T13:25,201507,160911,249349,111130,116551,262851,159835,203351,169884,87021,155004,178515,203225,266718,157917,212160,282648,199424,154456,289021,237215,145085,184473,193172,150831,181551,101220,164763,185332,231273,137511,231094,140864,221441,183086
2021-11-03T13:30,168515,122105,159164,130439,131600,172739,163070,182430,122480,206343,99428,78309,198481,175706,139303,119452,188059,170483,219982,154005,189708,86026,149201,152373,139795,156175,86255,145094,141691,127804,97670,189745,189350,192757,104256
2021-11-03T13:35,166648,160733,193023,102865,174533,162686,208172,226753,157006,166072,180457,124075,186800,179095,153832,135333,226374,211748,239746,250971,148833,135781,175582,210299,152267,208082,128098,187248,150995,214771,98402,196189,175226,204918,119886
2021-11-03T13:40,183234,229744,275492,215283,199364,257779,284528,265199,234385,165524,188426,169796,218448,266784,183580,278206,219833,176897,261989,199575,224053,159738,250643,198267,242006,196295,151473,242391,193708,188831,155215,242425,254217,383754,170511
2021-11-03T13:45,253904,215771,232577,193455,186168,181729,202980,158769,193386,152621,148233,136021,229670,208666,97796,200468,229318,159363,148556,195156,255384,143258,145691,173627,237849,163373,135575,172326,182858,153398,108896,116996,123948,228469,204904
2021-11-03T13:50,194906,226217,272514,182565,115924,176771,163607,171222,128757,115158,158475,98443,165830,205175,151196,193037,175349,215770,209031,138404,137908,142527,85089,201595,160144,170826,142725,145809,143057,168055,157296,199562,156700,257496,114331
2021-11-03T13:55,268409,210758,223249,144091,188946,154709,216104,244750,269685,148837,158799,154391,163456,179025,185741,206333,245722,202553,223057,213367,226116,115933,192229,267268,246023,261161,131657,202378,164836,198392,172738,266895,146392,332404,194952
2021-11-03T14:00,169394,119303,167781,151004,194947,180271,147827,196059,136787,112454,154784,101224,139641,170494,154082,114951,121165,195774,149914,136184,142767,0,121340,181657,165596,190068,102198,118218,161587,187926,109913,144312,110683,230029,127350
2021-11-03T14:05,129499,130201,156402,98143,97387,141015,125201,185446,91554,92126,159869,97616,161012,167812,93592,109257,209494,202016,141784,103695,213081,131906,140687,163336,141999,230370,111806,120725,107148,179940,147235,189069,134113,219117,130557
2021-11-03T14:10,163437,155451,161658,83381,97572,131749,137925,150012,82140,131744,146633,91097,156929,95381,119341,84965,223067,142191,132804,164683,174852,81465,104785,168563,115952,144504,70815,84422,152337,97986,92530,143381,100124,169462,124793
2021-11-03T14:15,144439,112701,182628,120154,101683,167705,139604,125652,143845,79403,150847,98622,167436,122555,103997,118014,191007,104724,166695,115138,157322,87803,144702,163396,131160,150605,85413,85011,169949,125388,92875,111023,0,118748,94863
2021-11-03T14:20,163024,161283,201456,163372,181756,93118,114164,192374,172228,88111,80497,88989,171190,133929,171020,107013,238194,193542,126170,159864,167445,92644,133926,223005,162698,178872,104562,136756,103983,221993,105363,164928,162804,202796,117536
2021-11-03T14:25,106340,83800,150017,96993,92016,157537,107814,141466,52721,81485,102017,61283,115950,122900,83977,93498,147479,130586,119225,119750,89975,65618,124656,112601,132983,138639,71127,67855,110350,123135,123685,123050,101076,102894,120309
2021-11-03T14:30,203972,188259,223483,152558,177042,144358,120061,259318,183091,156878,178737,149929,275689,191337,216130,124812,227009,217299,206019,254905,184298,128505,180397,208224,170500,286131,116701,99767,136391,167026,108107,222597,165753,199380,174015
2021-11-03T14:35,90509,137735,144655,93013,107776,114500,83734,110953,110567,76332,90227,71376,105309,102423,86237,100393,181296,113995,103120,110865,120269,56389,105649,110743,85339,139122,72115,110084,98430,126170,96832,125028,106977,135533,86456
2021-11-03T14:40,183290,161839,166451,178318,133209,186175,104062,172767,111641,164313,168507,102344,156661,179348,133769,98719,216948,202285,168177,221728,141371,136918,137365,216758,129923,146701,70090,120727,101676,206267,147839,183752,160300,262938,166985
2021-11-03T14:45,162832,154103,260170,140232,173659,177165,184421,237137,158462,127037,110669,124682,182753,188414,116452,157934,211545,194916,202184,184290,188618,132409,172377,226549,192216,217271,101776,136217,131927,225320,143091,158255,124966,186722,166387
2021-11-03T14:50,128004,106344,132559,68657,79897,173156,80714,166341,125408,87688,81087,41973,108655,97573,100664,64948,143113,141274,132364,127940,147668,102252,93837,141709,114238,133811,68721,86159,101394,127030,52074,128136,91299,153254,90917
2021-11-03T14:55,132294,128595,131962,122978,135077,130932,153209,146518,79138,103400,122070,85530,135565,124232,152135,33013,154843,112496,108347,148543,121245,120404,82687,139084,84621,153072,62712,109025,116763,161883,70845,149341,89319,133570,93974
2021-11-03T15:00,135192,143840,209064,126936,98873,79702,157851,166515,112232,122047,155646,92607,155500,145395,152011,132584,140241,140974,158780,148622,139569,62278,88512,172229,122647,126209,89059,118537,163709,116826,134598,147870,124117,255178,96762
2021-11-03T15:05,259894,261038,238520,197405,185272,196757,198242,265410,245640,152003,175885,135463,150847,207985,174512,227048,296452,216692,200744,201024,230185,141777,205621,227724,221549,265815,134338,134428,235154,317259,233972,237622,263078,263739,236197
2021-11-03T15:10,125058,101601,192224,123189,53862,124100,134819,112058,124837,92061,98720,87933,135474,96698,118304,103470,164347,121204,148818,110080,153572,69540,106717,135169,91278,113094,55211,59415,89827,125759,93332,125031,101367,157548,112781
2021-11-03T15:15,136943,104424,126398,91937,92351,109941,87749,168940,102583,69665,88183,66657,116185,0,77973,98451,124921,109407,95661,111440,111059,81820,73197,136708,111362,83295,55682,107836,102248,131800,71093,111503,85220,127446,126434
2021-11-03T15:20,164470,144821,192757,115789,117152,151255,144742,184567,126319,124792,130846,95102,192667,185473,112657,115075,198703,161351,129360,158508,194120,108939,140746,199596,130052,113187,58745,92156,127072,112930,96993,135457,143241,154405,128810
2021-11-03T15:25,111513,122804,155242,98428,100638,153832,93345,153948,142541,116259,122031,109066,125721,158681,98291,154508,166814,162088,160538,157149,145434,94412,106120,125113,123220,148588,69436,138551,136360,71978,110579,154666,126593,168376,108845
2021-11-03T15:30,116799,148135,190193,105254,138104,158406,98210,193334,68259,133191,126835,68429,119394,124775,87104,136288,204135,180855,99332,103914,87463,79674,133078,143384,77030,177933,63114,116076,156685,157373,94305,125985,112392,184622,126029
2021-11-03T15:35,146060,164089,142528,59481,110030,138869,92583,115204,119535,81866,114937,102543,120463,115114,132344,115285,142637,120821,154244,130192,179349,77969,107125,120799,122098,137289,55899,113064,113392,112724,95387,123101,143582,169976,0
2021-11-03T15:40,106062,95454,96326,98397,86981,71183,78021,110224,91031,70007,81818,45694,114746,101503,100566,73866,132088,116533,124980,122010,114450,66061,69935,119997,116313,130458,63217,90549,90203,102080,67143,134612,92186,124649,86678
2021-11-03T15:45,144131,158311,144135,137465,127786,184718,170407,149814,138735,132783,161079,85742,110131,176939,99310,145353,155333,121203,86524,141620,181592,117808,106439,200379,142427,131193,76943,124071,147579,156398,82165,155139,142177,192957,176027
2021-11-03T15:50,116362,85858,154379,121690,114394,112745,101732,123474,96106,103418,98973,91095,105733,117806,148077,112133,147137,155976,95440,110310,147495,105439,126653,159642,109339,136094,60692,121706,99690,168798,132688,116780,105727,102133,114870
2021-11-03T15:55,185623,155944,245126,143460,156031,181425,164153,168231,176651,116383,149544,117986,157478,152518,183319,144942,233662,228484,179646,152052,220454,115315,176139,200889,217015,126984,90097,133859,140671,0,68775,169405,154970,163945,142468
2021-11-03T16:00,140457,168906,215246,101242,169845,132062,150314,102916,168947,101682,156127,94231,122648,163063,96054,121579,177486,211528,211616,210844,206580,96208,80129,204711,199948,178752,106420,107434,140239,198005,142461,165762,111877,187246,124583
2021-11-03T16:05,151720,149449,214094,111024,120134,118495,106809,168539,141158,114855,81970,95636,139103,155031,153659,106815,180610,123999,173492,113313,127898,99941,94890,129685,162648,115495,87610,110697,136670,131538,60060,160711,113072,209199,79253
2021-11-03T16:10,166476,163369,212157,159000,131129,154161,136560,182874,175306,95136,133454,73148,156426,168113,179641,124119,195123,200737,137941,158143,162972,98119,150640,204564,155967,0,116668,122987,169499,130310,117893,152212,164715,198192,122202
2021-11-03T16:15,165552,196109,224302,106605,194412,208897,160193,194025,113087,118005,180203,134689,164612,183109,138464,138557,210227,172698,175170,149859,156798,136542,149397,191348,166806,185635,78562,146402,126392,147540,129419,163515,135948,181912,104004
2021-11-03T16:20,132384,172695,180059,115913,133462,161749,157866,229038,146310,108241,149586,61948,187630,162411,152044,186441,164102,198942,185866,146483,116395,150521,131023,176238,182803,224405,92222,129097,185612,184239,116322,168985,132307,205063,0
2021-11-03T16:25,159824,212207,168134,98061,183706,112996,149090,217657,118268,99363,119964,106748,213369,190633,122499,105423,261115,183184,214059,186509,176777,68191,172788,235638,110730,200307,62304,146710,159372,114254,74123,205414,186273,134396,96757
2021-11-03T16:30,210110,167880,246249,129112,175217,196995,174362,173665,200474,135718,187817,108349,190363,178617,165889,139259,202846,226173,202797,228177,181284,115071,151027,257116,171268,179729,104987,121911,145328,163179,136507,145135,201128,176247,92622
2021-11-03T16:35,126493,85800,109339,75225,114607,99551,56104,93698,61148,51297,85940,70932,79704,128343,115009,88609,97694,119688,84816,79641,123540,61032,68389,110845,113655,129182,58776,64849,76932,111397,103852,112720,94914,137271,66861
2021-11-03T16:40,212303,182477,272987,169530,229744,190909,177872,199691,158412,105020,197727,138803,194247,129914,184275,177172,236236,218594,171695,210579,182340,142010,178311,220452,201229,231901,115314,86896,150962,153116,169982,246511,0,258591,146925
2021-11-03T16:45,175151,152932,209261,115005,141707,161153,145642,222857,210018,96945,153420,116569,195472,202867,186971,166131,235946,178172,204694,199727,172206,102850,142704,174357,151836,195099,115847,147755,128756,124257,99612,136176,159242,242578,131786
2021-11-03T16:50,154210,125939,141888,189733,128163,155967,95620,183395,142663,106771,150480,88020,130169,104158,163170,154702,184177,167353,153432,104012,142770,71138,114913,191932,148433,164749,79149,94548,81013,184253,113641,153800,139589,191198,138047
2021-11-03T16:55,212337,196929,196018,110138,165604,159348,121758,196406,120491,132240,165633,104699,156290,185705,116624,108812,257674,200149,151862,164474,177833,151964,0,186041,155173,163855,109492,144145,145371,163462,112614,201943,145248,309945,132030
2021-11-03T17:00,166907,174860,189178,170759,126818,169966,153580,232189,143308,123940,112785,124959,193880,0,147826,171084,245220,159972,176642,143452,148841,99568,171196,181618,147516,97539,101641,132596,151676,164030,145745,168495,116858,234983,147689
2021-11-03T17:05,200877,195661,154543,0,124498,171087,191970,192635,109560,161354,165865,89627,174071,176133,172813,165087,172663,158085,169162,183253,200202,112915,162064,204264,167855,141245,80632,132962,156289,178010,114234,182629,130753,181159,117262
2021-11-03T17:10,193639,193491,116926,157291,229003,142250,167913,255832,146439,101187,126960,85377,213138,161920,204783,143087,240380,131801,199061,214081,164731,122524,129043,189090,177971,247108,86948,132480,135344,183692,111420,180605,212524,232673,162796
2021-11-03T17:15,93120,105929,149495,104872,72181,136491,114098,107596,98808,105089,108607,86487,112783,101860,104256,79717,136918,102111,126326,124119,86295,73796,118648,133073,92778,120732,75950,96186,93530,68425,54806,96813,99128,158085,80134
2021-11-03T17:20,173969,161983,219384,102892,129265,166338,146068,166847,116336,107172,122185,120730,181968,183200,145887,121370,238302,175371,176352,137240,194242,117776,161678,183306,198429,130240,52332,143466,147017,162125,80839,188584,139635,176826,165154
2021-11-03T17:25,120569,196162,196853,72795,76807,144879,142397,155268,127797,88237,126115,160438,153569,157765,180907,109645,199612,118781,186103,164826,173395,149876,133398,222653,168013,231504,81050,95775,156198,115450,127240,106925,141411,161124,93322
2021-11-03T17:30,152979,117671,144715,128225,120780,132973,95885,115290,87593,106727,131649,80552,116781,139320,92439,129802,114788,146135,152768,202883,106729,109255,98733,126384,127042,151331,74120,81101,114646,75655,122869,147480,80196,188475,114660
2021-11-03T17:35,126747,150291,188952,133405,94256,116670,161244,123859,110739,56906,154562,101756,175487,128210,143269,126481,121990,200947,96617,132444,185878,92373,131817,155611,170940,182662,108684,143527,135893,118122,126219,132312,152010,154680,146569
2021-11-03T17:40,176080,135422,196279,102572,113116,191439,122002,168102,156558,73997,103919,165200,141815,243814,122158,124702,184110,158627,179083,198782,145654,99588,158344,199474,201342,154351,106007,120677,117285,91083,122991,173258,145780,154218,123786
2021-11-03T17:45,73806,0,128121,67539,93961,100840,83148,151167,112738,53784,0,56730,97032,90120,84949,92142,128725,108694,95480,99721,71885,57143,77860,79264,100996,114779,60141,64291,89587,93783,66192,121156,80707,105775,71766
2021-11-03T17:50,117223,110572,156902,100089,90663,118448,112595,132612,111415,108611,112091,67768,105415,82238,100951,100660,129058,135793,117488,145854,132797,79695,119204,144395,133817,164267,53937,97922,122676,119631,89815,139246,99287,150220,74935
2021-11-03T17:55,218519,158281,172779,142308,115907,171272,152182,185220,106737,0,0,99639,164021,127332,108644,107942,225319,187666,117947,159506,162576,132712,167655,165544,183243,180205,86870,119961,109692,134223,116075,138100,210791,191990,118613
2021-11-03T18:00,114745,109642,122898,93498,107083,142326,108786,170890,107987,96239,112613,89797,147295,151844,134570,145615,218552,72631,117115,118819,98992,75621,99772,123178,116778,152733,78076,46059,77146,141646,81332,148742,123205,133906,129011
2021-11-03T18:05,142221,109323,180954,98879,115382,136625,112325,105919,145343,90916,113951,71448,134890,114636,115401,93905,146190,147509,149558,104697,130402,82635,117187,115661,164970,144279,51667,106590,118449,109864,94216,149584,111283,118319,83878
2021-11-03T18:10,210022,132441,187673,124863,204103,223009,179752,216386,139507,136433,145909,128206,154858,146588,153699,88238,218002,227908,224957,202379,151876,76618,129761,205838,172391,195866,109877,89105,121931,138235,153091,161611,172629,184350,126914
2021-11-03T18:15,147648,159273,183685,114950,120070,137998,133866,172087,121248,108323,135244,93998,174220,135791,153194,171582,171638,206925,159734,126470,129726,103510,105572,128837,138364,152779,69937,70171,138488,125230,69381,92564,115309,175164,94945
2021-11-03T18:20,181338,177094,142340,129107,144623,243330,132782,160378,139787,132865,141832,115679,116835,164756,130383,127580,167132,212498,190556,118053,164744,114517,78611,201192,165478,160765,74783,125260,211394,126961,137796,213274,134845,189144,111352
2021-11-03T18:25,109602,94564,109047,73659,112884,129034,102403,202557,72717,113630,127398,75639,114873,140068,120962,69176,126490,103716,159077,123828,128157,99849,83821,156186,98233,127491,79605,57393,116733,89547,91756,121372,95634,119532,95384
2021-11-03T18:30,104238,107350,138192,98408,123748,103176,93350,141934,78773,75583,105217,58797,128971,93838,110878,70132,111681,110271,96400,105878,96538,109897,87078,121024,141401,134704,44090,85960,121050,53324,61140,100467,103362,178511,69381
2021-11-03T18:35,132035,171629,195200,100440,114343,121494,131847,168569,96638,108836,0,59253,173381,123539,93313,138809,183567,151719,179383,115373,73840,100119,122493,146345,148532,159143,92686,108333,144565,164606,121386,166358,145544,164304,96284
2021-11-03T18:40,99426,62378,110016,80526,65512,88999,0,103882,98212,83974,91139,52064,106790,79936,64517,94153,129701,116815,116435,65535,107463,57037,65034,70465,97300,88676,52929,62039,95335,117804,72945,78516,55894,124835,68174
2021-11-03T18:45,146545,172709,200408,139546,141078,138759,106197,174398,114494,81274,172977,79583,167137,198041,145275,119278,186352,173618,171227,167583,117704,124351,92950,168812,136340,179146,75960,92755,122755,155393,92276,158769,113017,150982,79124
2021-11-03T18:50,192414,220007,252749,137409,215379,200906,100737,123646,144077,135199,149907,83129,165904,187177,133374,156196,239307,219984,207362,195243,202565,146062,129834,232917,138088,207917,98997,136597,219098,119376,151865,174200,157320,221775,91858
2021-11-03T18:55,139277,197917,197403,132066,175077,149977,136943,181486,126633,73813,99196,112867,136694,117222,147647,181700,194134,185206,213084,184669,185711,82563,154512,180516,150068,206648,107141,108401,169767,122720,62550,200403,119354,235020,140393
2021-11-03T19:00,115329,100882,114300,84297,79646,100825,99768,135703,104090,96760,94630,74252,125559,104339,60768,88044,98173,110982,124346,131570,114348,35070,112153,110144,106198,127639,43622,77624,56785,76873,91226,94690,81840,123931,51090
2021-11-03T19:05,123886,171594,188043,126994,96692,142409,113022,189611,99494,91055,126339,78086,139950,157605,129895,112803,177725,187931,201221,162235,113572,95511,82459,142981,139256,104122,81205,121511,108646,100669,83792,156999,167303,180890,140839
2021-11-03T19:10,183689,212411,312064,201477,158100,187776,202843,253971,215427,168388,178455,97752,180026,179788,145920,122401,298727,259964,240639,191312,282164,124576,187500,200448,167331,254870,93960,180598,191972,257329,102718,231593,213777,280347,163922
2021-11-03T19:15,109002,118055,123738,85955,87801,96885,137022,116146,124850,69447,109860,66587,100545,117314,101345,109857,110725,153424,122067,99766,130304,79035,39070,145741,139097,123152,45049,128062,134595,95428,95824,143925,87519,105869,102143
2021-11-03T19:20,119193,130027,222474,119404,148991,113260,137845,185548,101131,152541,126928,95145,103119,187500,188619,128291,166316,145064,150866,175032,113476,79564,128041,179277,179377,188733,103755,80750,131401,156031,94770,114575,165100,281441,166958
2021-11-03T19:25,301219,229110,271596,110756,191948,185639,229102,211959,172413,135575,140423,118665,187741,298148,214094,148379,259006,230440,229930,220546,211561,168149,149296,289263,192863,247010,169850,139263,211055,161560,206955,236968,194362,275696,137106
